Survey Years,Sex,Age Group,Race and Hispanic Origin,Nutrient,Mean,Standard Error,Lower 95% CI Limit,Upper 95% CI Limit,Note1,Note2,Notea,Noteb
1999-2000,Female,40-49,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,Female,50-59,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,Female,60-69,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,Female,70 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,Male,2-19,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,Male,2-5,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,Male,6-11,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,Male,12-19,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,Male,20 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,Male,20-29,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,Male,30-39,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,Male,40-49,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,Male,50-59,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,Male,60-69,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,Male,70 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2001-2002,All,2-19,All,Calcium,978.2,21.6,935.5,1020.9,,,,
2001-2002,All,2-19,Non-Hispanic White,Calcium,1021.9,38.2,946.5,1097.4,,,,
2001-2002,All,2-19,Non-Hispanic Black,Calcium,795.1,19.0,757.5,832.8,,,,
2001-2002,All,2-19,Non-Hispanic Asian,Calcium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,2-19,Hispanic,Calcium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,2-19,Mexican American,Calcium,987.8,40.1,908.7,1067.0,,,,
2001-2002,All,2-5,All,Calcium,967.0,33.4,901.0,1033.0,,,,
2001-2002,All,6-11,All,Calcium,964.6,19.7,925.7,1003.5,,,,
2001-2002,All,12-19,All,Calcium,993.8,33.7,927.3,1060.4,,,,
2001-2002,All,20 and over,All,Calcium,872.2,19.3,834.1,910.3,,,,
2001-2002,All,20 and over,Non-Hispanic White,Calcium,928.3,26.3,876.4,980.1,,,,
2001-2002,All,20 and over,Non-Hispanic Black,Calcium,653.0,21.8,609.9,696.2,,,,
2001-2002,All,20 and over,Non-Hispanic Asian,Calcium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,20 and over,Hispanic,Calcium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,20 and over,Mexican American,Calcium,879.1,19.2,841.1,917.1,,,,
2001-2002,All,20-29,All,Calcium,979.3,48.3,883.9,1074.7,,,,
2001-2002,All,30-39,All,Calcium,958.0,35.2,888.6,1027.5,,,,
2001-2002,All,40-49,All,Calcium,864.9,32.3,801.1,928.7,,,,
2001-2002,All,50-59,All,Calcium,817.2,24.7,768.3,866.0,,,,
2001-2002,All,60-69,All,Calcium,749.1,31.1,687.6,810.7,,,,
2001-2002,All,70 and over,All,Calcium,725.0,19.6,686.3,763.7,,,,
2001-2002,Female,2-19,All,Calcium,849.5,16.4,817.0,882.0,,,,
2001-2002,Female,2-5,All,Calcium,911.1,38.3,835.4,986.7,,,,
2001-2002,Female,6-11,All,Calcium,847.5,22.7,802.6,892.4,,,,
2001-2002,Female,12-19,All,Calcium,820.2,33.1,754.9,885.6,,,,
2001-2002,Female,20 and over,All,Calcium,758.6,17.1,724.7,792.5,,,,
2001-2002,Female,20-29,All,Calcium,829.4,28.5,773.1,885.7,,,,
2001-2002,Female,30-39,All,Calcium,824.5,40.7,744.2,904.9,,,,
2001-2002,Female,40-49,All,Calcium,745.5,33.8,678.7,812.2,,,,
2001-2002,Female,50-59,All,Calcium,748.1,24.6,699.6,796.6,,,,
2001-2002,Female,60-69,All,Calcium,652.3,17.1,618.4,686.1,,,,
2001-2002,Female,70 and over,All,Calcium,664.1,29.5,605.8,722.4,,,,
2001-2002,Male,2-19,All,Calcium,1106.7,32.4,1042.8,1170.6,,,,
2001-2002,Male,2-5,All,Calcium,1029.2,38.3,953.5,1104.9,,,,
2001-2002,Male,6-11,All,Calcium,1071.5,42.4,987.6,1155.3,,,,
2001-2002,Male,12-19,All,Calcium,1170.0,42.8,1085.5,1254.5,,,,
2001-2002,Male,20 and over,All,Calcium,994.2,29.9,935.1,1053.3,,,,
2001-2002,Male,20-29,All,Calcium,1150.2,90.9,970.5,1329.8,,,,
2001-2002,Male,30-39,All,Calcium,1094.8,46.8,1002.3,1187.4,,,,
2001-2002,Male,40-49,All,Calcium,977.8,40.6,897.6,1058.0,,,,
2001-2002,Male,50-59,All,Calcium,883.0,42.1,799.8,966.2,,,,
2001-2002,Male,60-69,All,Calcium,873.1,55.2,764.0,982.2,,,,
2001-2002,Male,70 and over,All,Calcium,807.6,25.3,757.6,857.7,,,,
2001-2002,All,2-19,All,Dietary Fiber,12.6,0.2,12.1,13.0,,,,
2001-2002,All,2-19,Non-Hispanic White,Dietary Fiber,12.4,0.3,11.8,13.0,,,,
2001-2002,All,2-19,Non-Hispanic Black,Dietary Fiber,11.9,0.4,11.2,12.7,,,,
2001-2002,All,2-19,Non-Hispanic Asian,Dietary Fiber,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,2-19,Hispanic,Dietary Fiber,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,2-19,Mexican American,Dietary Fiber,13.9,0.4,13.1,14.8,,,,
2001-2002,All,2-5,All,Dietary Fiber,10.7,0.3,10.2,11.2,,,,
2001-2002,All,6-11,All,Dietary Fiber,12.4,0.3,11.9,12.9,,,,
2001-2002,All,12-19,All,Dietary Fiber,13.6,0.4,12.9,14.3,,,,
2001-2002,All,20 and over,All,Dietary Fiber,16.2,0.4,15.5,17.0,,,,
2001-2002,All,20 and over,Non-Hispanic White,Dietary Fiber,16.5,0.5,15.6,17.4,,,,
2001-2002,All,20 and over,Non-Hispanic Black,Dietary Fiber,14.1,0.7,12.8,15.5,,,,
2001-2002,All,20 and over,Non-Hispanic Asian,Dietary Fiber,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,20 and over,Hispanic,Dietary Fiber,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,20 and over,Mexican American,Dietary Fiber,18.5,0.5,17.5,19.4,,,,
2001-2002,All,20-29,All,Dietary Fiber,15.6,0.8,14.1,17.2,,,,
2001-2002,All,30-39,All,Dietary Fiber,16.4,0.5,15.3,17.4,,,,
2001-2002,All,40-49,All,Dietary Fiber,17.0,0.7,15.7,18.3,,,,
2001-2002,All,50-59,All,Dietary Fiber,16.0,0.7,14.7,17.4,,,,
2001-2002,All,60-69,All,Dietary Fiber,16.9,0.7,15.5,18.3,,,,
2001-2002,All,70 and over,All,Dietary Fiber,15.2,0.5,14.3,16.2,,,,
2001-2002,Female,2-19,All,Dietary Fiber,11.5,0.2,11.0,11.9,,,,
2001-2002,Female,2-5,All,Dietary Fiber,10.4,0.4,9.7,11.2,,,,
2001-2002,Female,6-11,All,Dietary Fiber,11.7,0.4,11.0,12.4,,,,
2001-2002,Female,12-19,All,Dietary Fiber,11.8,0.3,11.2,12.4,,,,
2001-2002,Female,20 and over,All,Dietary Fiber,14.5,0.3,14.0,15.0,,,,
2001-2002,Female,20-29,All,Dietary Fiber,13.9,0.4,13.0,14.7,,,,
2001-2002,Female,30-39,All,Dietary Fiber,14.1,0.6,12.9,15.3,,,,
2001-2002,Female,40-49,All,Dietary Fiber,14.7,0.4,13.8,15.5,,,,
2001-2002,Female,50-59,All,Dietary Fiber,14.8,0.7,13.5,16.2,,,,
2001-2002,Female,60-69,All,Dietary Fiber,15.8,0.8,14.3,17.3,,,,
2001-2002,Female,70 and over,All,Dietary Fiber,14.1,0.7,12.7,15.4,,,,
2001-2002,Male,2-19,All,Dietary Fiber,13.7,0.4,13.0,14.4,,,,
2001-2002,Male,2-5,All,Dietary Fiber,11.0,0.3,10.3,11.6,,,,
2001-2002,Male,6-11,All,Dietary Fiber,13.0,0.4,12.3,13.8,,,,
2001-2002,Male,12-19,All,Dietary Fiber,15.4,0.6,14.3,16.6,,,,
2001-2002,Male,20 and over,All,Dietary Fiber,18.2,0.6,17.1,19.2,,,,
2001-2002,Male,20-29,All,Dietary Fiber,17.7,1.4,15.0,20.4,,,,
2001-2002,Male,30-39,All,Dietary Fiber,18.7,0.6,17.5,19.9,,,,
2001-2002,Male,40-49,All,Dietary Fiber,19.3,1.0,17.3,21.2,,,,
2001-2002,Male,50-59,All,Dietary Fiber,17.1,1.0,15.1,19.2,,,,
2001-2002,Male,60-69,All,Dietary Fiber,18.3,0.9,16.5,20.1,,,,
2001-2002,Male,70 and over,All,Dietary Fiber,16.9,0.6,15.7,18.0,,,,
2001-2002,All,2-19,All,Iron,14.8,0.3,14.3,15.3,,,,
2001-2002,All,2-19,Non-Hispanic White,Iron,14.6,0.4,13.9,15.4,,,,
2001-2002,All,2-19,Non-Hispanic Black,Iron,14.6,0.5,13.7,15.6,,,,
2001-2002,All,2-19,Non-Hispanic Asian,Iron,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,2-19,Hispanic,Iron,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,2-19,Mexican American,Iron,15.3,0.6,14.1,16.4,,,,
2001-2002,All,2-5,All,Iron,12.5,0.3,11.9,13.0,,,,
2001-2002,All,6-11,All,Iron,14.4,0.3,13.8,15.1,,,,
2001-2002,All,12-19,All,Iron,16.2,0.4,15.5,17.0,,,,
2001-2002,All,20 and over,All,Iron,15.8,0.3,15.1,16.4,,,,
2001-2002,All,20 and over,Non-Hispanic White,Iron,16.1,0.4,15.3,16.9,,,,
2001-2002,All,20 and over,Non-Hispanic Black,Iron,14.8,0.6,13.6,16.0,,,,
2005-2006,Male,2 and over,All,Dietary Fiber,16.8,0.3,16.2,17.4,,,,
2001-2002,All,20 and over,Non-Hispanic Asian,Iron,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,20 and over,Hispanic,Iron,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,20 and over,Mexican American,Iron,15.9,0.6,14.6,17.2,,,,
2001-2002,All,20-29,All,Iron,17.2,0.6,16.0,18.4,,,,
2001-2002,All,30-39,All,Iron,16.5,0.6,15.3,17.8,,,,
2001-2002,All,40-49,All,Iron,15.7,0.4,14.9,16.5,,,,
2001-2002,All,50-59,All,Iron,14.7,0.5,13.7,15.7,,,,
2001-2002,All,60-69,All,Iron,15.1,0.6,14.0,16.3,,,,
2001-2002,All,70 and over,All,Iron,13.9,0.3,13.3,14.4,,,,
2001-2002,Female,2-19,All,Iron,12.9,0.2,12.5,13.4,,,,
2001-2002,Female,2-5,All,Iron,12.0,0.4,11.1,12.8,,,,
2001-2002,Female,6-11,All,Iron,12.7,0.3,12.1,13.2,,,,
2001-2002,Female,12-19,All,Iron,13.6,0.4,12.8,14.4,,,,
2001-2002,Female,20 and over,All,Iron,13.4,0.2,13.0,13.9,,,,
2001-2002,Female,20-29,All,Iron,14.7,0.5,13.8,15.6,,,,
2001-2002,Female,30-39,All,Iron,13.5,0.5,12.5,14.4,,,,
2001-2002,Female,40-49,All,Iron,13.0,0.3,12.4,13.6,,,,
2001-2002,Female,50-59,All,Iron,13.1,0.5,12.0,14.1,,,,
2001-2002,Female,60-69,All,Iron,13.2,0.5,12.1,14.2,,,,
2001-2002,Female,70 and over,All,Iron,12.5,0.3,11.9,13.2,,,,
2001-2002,Male,2-19,All,Iron,16.7,0.4,15.8,17.5,,,,
2001-2002,Male,2-5,All,Iron,13.0,0.4,12.3,13.8,,,,
2001-2002,Male,6-11,All,Iron,16.0,0.5,15.1,17.0,,,,
2001-2002,Male,12-19,All,Iron,18.9,0.6,17.7,20.1,,,,
2001-2002,Male,20 and over,All,Iron,18.3,0.5,17.3,19.2,,,,
2001-2002,Male,20-29,All,Iron,20.1,1.0,18.1,22.2,,,,
2001-2002,Male,30-39,All,Iron,19.7,0.8,18.1,21.2,,,,
2001-2002,Male,40-49,All,Iron,18.3,0.7,16.9,19.6,,,,
2001-2002,Male,50-59,All,Iron,16.2,0.8,14.7,17.8,,,,
2001-2002,Male,60-69,All,Iron,17.6,0.9,15.9,19.4,,,,
2001-2002,Male,70 and over,All,Iron,15.6,0.3,15.0,16.3,,,,
2001-2002,All,2-19,All,Potassium,2271.4,42.6,2187.2,2355.6,,,,
2001-2002,All,2-19,Non-Hispanic White,Potassium,2255.4,61.4,2134.0,2376.8,,,,
2001-2002,All,2-19,Non-Hispanic Black,Potassium,2170.2,63.3,2045.2,2295.2,,,,
2001-2002,All,2-19,Non-Hispanic Asian,Potassium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,2-19,Hispanic,Potassium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,2-19,Mexican American,Potassium,2371.5,62.8,2247.3,2495.6,,,,
2001-2002,All,2-5,All,Potassium,2107.9,44.7,2019.6,2196.1,,,,
2001-2002,All,6-11,All,Potassium,2191.6,58.1,2076.7,2306.5,,,,
2001-2002,All,12-19,All,Potassium,2409.7,48.8,2313.3,2506.1,,,,
2001-2002,All,20 and over,All,Potassium,2765.9,41.9,2683.1,2848.8,,,,
2001-2002,All,20 and over,Non-Hispanic White,Potassium,2859.7,59.6,2742.0,2977.5,,,,
2001-2002,All,20 and over,Non-Hispanic Black,Potassium,2362.0,81.5,2201.0,2523.0,,,,
2001-2002,All,20 and over,Non-Hispanic Asian,Potassium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,20 and over,Hispanic,Potassium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,20 and over,Mexican American,Potassium,2762.0,64.2,2635.3,2888.8,,,,
2001-2002,All,20-29,All,Potassium,2646.4,103.9,2441.1,2851.7,,,,
2001-2002,All,30-39,All,Potassium,2902.8,74.2,2756.3,3049.3,,,,
2001-2002,All,40-49,All,Potassium,2882.2,62.3,2759.1,3005.4,,,,
2001-2002,All,50-59,All,Potassium,2807.7,67.6,2674.2,2941.1,,,,
2001-2002,All,60-69,All,Potassium,2703.2,74.1,2556.7,2849.6,,,,
2001-2002,All,70 and over,All,Potassium,2486.8,49.7,2388.7,2585.0,,,,
2001-2002,Female,2-19,All,Potassium,2026.9,41.2,1945.6,2108.3,,,,
2001-2002,Female,2-5,All,Potassium,2010.8,58.1,1896.1,2125.5,,,,
2001-2002,Female,6-11,All,Potassium,2028.5,60.4,1909.2,2147.8,,,,
2001-2002,Female,12-19,All,Potassium,2033.9,47.5,1940.0,2127.8,,,,
2001-2002,Female,20 and over,All,Potassium,2382.9,36.3,2311.3,2454.5,,,,
2001-2002,Female,20-29,All,Potassium,2205.7,42.9,2120.9,2290.5,,,,
2001-2002,Female,30-39,All,Potassium,2438.5,86.5,2267.7,2609.3,,,,
2001-2002,Female,40-49,All,Potassium,2464.2,56.3,2353.0,2575.3,,,,
2001-2002,Female,50-59,All,Potassium,2500.8,69.4,2363.7,2637.8,,,,
2001-2002,Female,60-69,All,Potassium,2427.0,59.0,2310.4,2543.6,,,,
2001-2002,Female,70 and over,All,Potassium,2263.0,76.4,2112.1,2413.9,,,,
2001-2002,Male,2-19,All,Potassium,2515.4,64.1,2388.8,2642.1,,,,
2001-2002,Male,2-5,All,Potassium,2215.8,52.9,2111.4,2320.2,,,,
2001-2002,Male,6-11,All,Potassium,2340.5,79.3,2183.7,2497.2,,,,
2001-2002,Male,12-19,All,Potassium,2791.0,81.2,2630.6,2951.4,,,,
2001-2002,Male,20 and over,All,Potassium,3177.0,72.1,3034.5,3319.6,,,,
2001-2002,Male,20-29,All,Potassium,3148.7,226.3,2701.7,3595.7,,,,
2001-2002,Male,30-39,All,Potassium,3378.6,85.1,3210.5,3546.6,,,,
2001-2002,Male,40-49,All,Potassium,3277.6,86.3,3107.0,3448.1,,,,
2001-2002,Male,50-59,All,Potassium,3100.2,103.9,2895.1,3305.4,,,,
2001-2002,Male,60-69,All,Potassium,3056.6,124.5,2810.7,3302.6,,,,
2001-2002,Male,70 and over,All,Potassium,2790.1,51.3,2688.8,2891.4,,,,
2001-2002,All,2-19,All,Saturated Fat,26.1,0.3,25.5,26.7,,,,
2001-2002,All,2-19,Non-Hispanic White,Saturated Fat,25.8,0.5,24.9,26.7,,,,
2001-2002,All,2-19,Non-Hispanic Black,Saturated Fat,26.4,0.6,25.2,27.6,,,,
2001-2002,All,2-19,Non-Hispanic Asian,Saturated Fat,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,2-19,Hispanic,Saturated Fat,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,2-19,Mexican American,Saturated Fat,26.3,0.6,25.2,27.4,,,,
2001-2002,All,2-5,All,Saturated Fat,21.7,0.3,21.1,22.3,,,,
2001-2002,All,6-11,All,Saturated Fat,25.3,0.4,24.5,26.1,,,,
2001-2002,All,12-19,All,Saturated Fat,28.8,0.7,27.4,30.1,,,,
2001-2002,All,20 and over,All,Saturated Fat,26.6,0.4,25.8,27.4,,,,
2001-2002,All,20 and over,Non-Hispanic White,Saturated Fat,27.5,0.5,26.4,28.5,,,,
2001-2002,All,20 and over,Non-Hispanic Black,Saturated Fat,24.7,0.6,23.6,25.8,,,,
2001-2002,All,20 and over,Non-Hispanic Asian,Saturated Fat,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,20 and over,Hispanic,Saturated Fat,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,20 and over,Mexican American,Saturated Fat,26.3,1.3,23.7,28.8,,,,
2001-2002,All,20-29,All,Saturated Fat,29.7,1.1,27.4,31.9,,,,
2001-2002,All,30-39,All,Saturated Fat,29.5,1.0,27.5,31.4,,,,
2001-2002,All,40-49,All,Saturated Fat,28.2,0.7,26.7,29.7,,,,
2001-2002,All,50-59,All,Saturated Fat,24.6,0.7,23.3,26.0,,,,
2001-2002,All,60-69,All,Saturated Fat,22.3,0.8,20.7,24.0,,,,
2001-2002,All,70 and over,All,Saturated Fat,19.2,0.4,18.4,20.0,,,,
2001-2002,Female,2-19,All,Saturated Fat,23.0,0.4,22.3,23.7,,,,
2001-2002,Female,2-5,All,Saturated Fat,20.6,0.4,19.9,21.3,,,,
2001-2002,Female,6-11,All,Saturated Fat,23.2,0.6,22.0,24.4,,,,
2001-2002,Female,12-19,All,Saturated Fat,24.1,0.6,22.9,25.3,,,,
2001-2002,Female,20 and over,All,Saturated Fat,22.0,0.3,21.5,22.5,,,,
2001-2002,Female,20-29,All,Saturated Fat,24.9,0.8,23.3,26.5,,,,
2001-2002,Female,30-39,All,Saturated Fat,24.1,1.2,21.7,26.5,,,,
2001-2002,Female,40-49,All,Saturated Fat,22.8,0.7,21.5,24.2,,,,
2001-2002,Female,50-59,All,Saturated Fat,20.7,0.6,19.5,22.0,,,,
2001-2002,Female,60-69,All,Saturated Fat,18.8,0.7,17.5,20.2,,,,
2001-2002,Female,70 and over,All,Saturated Fat,16.6,0.5,15.6,17.5,,,,
2001-2002,Male,2-19,All,Saturated Fat,29.2,0.5,28.2,30.2,,,,
2001-2002,Male,2-5,All,Saturated Fat,22.9,0.7,21.5,24.3,,,,
2001-2002,Male,6-11,All,Saturated Fat,27.3,1.0,25.4,29.2,,,,
2001-2002,Male,12-19,All,Saturated Fat,33.5,1.0,31.6,35.4,,,,
2001-2002,Male,20 and over,All,Saturated Fat,31.6,0.7,30.1,33.0,,,,
2001-2002,Male,20-29,All,Saturated Fat,35.1,2.2,30.7,39.5,,,,
2001-2002,Male,30-39,All,Saturated Fat,35.0,1.5,31.9,38.0,,,,
2001-2002,Male,40-49,All,Saturated Fat,33.3,1.3,30.8,35.7,,,,
2001-2002,Male,50-59,All,Saturated Fat,28.4,1.3,25.9,30.8,,,,
2001-2002,Male,60-69,All,Saturated Fat,26.9,1.6,23.7,30.0,,,,
2001-2002,Male,70 and over,All,Saturated Fat,22.8,0.6,21.6,24.0,,,,
2001-2002,All,2-19,All,Sodium,3079.0,35.4,3009.1,3149.0,,,,
2001-2002,All,2-19,Non-Hispanic White,Sodium,3011.1,55.0,2902.5,3119.7,,,,
2001-2002,All,2-19,Non-Hispanic Black,Sodium,3285.5,91.0,3105.8,3465.3,,,,
2001-2002,All,2-19,Non-Hispanic Asian,Sodium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,2-19,Hispanic,Sodium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,2-19,Mexican American,Sodium,3066.0,83.2,2901.6,3230.5,,,,
2001-2002,All,2-5,All,Sodium,2409.2,38.4,2333.3,2485.0,,,,
2001-2002,All,6-11,All,Sodium,3113.1,82.0,2951.1,3275.1,,,,
2001-2002,All,12-19,All,Sodium,3372.9,67.7,3239.1,3506.7,,,,
2001-2002,All,20 and over,All,Sodium,3434.6,41.3,3353.0,3516.1,,,,
2001-2002,All,20 and over,Non-Hispanic White,Sodium,3511.4,57.7,3397.4,3625.4,,,,
2001-2002,All,20 and over,Non-Hispanic Black,Sodium,3314.3,100.9,3115.0,3513.6,,,,
2001-2002,All,20 and over,Non-Hispanic Asian,Sodium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,20 and over,Hispanic,Sodium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,20 and over,Mexican American,Sodium,3231.6,111.4,3011.5,3451.8,,,,
2001-2002,All,20-29,All,Sodium,3667.8,85.7,3498.5,3837.1,,,,
2001-2002,All,30-39,All,Sodium,3803.4,96.2,3613.4,3993.4,,,,
2001-2002,All,40-49,All,Sodium,3590.9,126.4,3341.2,3840.5,,,,
2001-2002,All,50-59,All,Sodium,3172.1,67.6,3038.6,3305.7,,,,
2001-2002,All,60-69,All,Sodium,3060.5,102.1,2858.7,3262.2,,,,
2001-2002,All,70 and over,All,Sodium,2723.4,58.7,2607.5,2839.3,,,,
2001-2002,Female,2-19,All,Sodium,2685.8,24.7,2637.0,2734.6,,,,
2001-2002,Female,2-5,All,Sodium,2293.2,34.7,2224.8,2361.7,,,,
2001-2002,Female,6-11,All,Sodium,2844.9,49.2,2747.7,2942.1,,,,
2001-2002,Female,12-19,All,Sodium,2767.7,47.1,2674.6,2860.8,,,,
2001-2002,Female,20 and over,All,Sodium,2913.5,39.4,2835.7,2991.2,,,,
2001-2002,Female,20-29,All,Sodium,3156.5,81.4,2995.8,3317.2,,,,
2001-2002,Female,30-39,All,Sodium,3228.7,123.8,2984.2,3473.2,,,,
2001-2002,Female,40-49,All,Sodium,2940.2,117.6,2707.9,3172.5,,,,
2001-2002,Female,50-59,All,Sodium,2700.0,85.6,2530.9,2869.1,,,,
2001-2002,Female,60-69,All,Sodium,2635.9,79.9,2478.1,2793.8,,,,
2001-2002,Female,70 and over,All,Sodium,2444.6,52.4,2341.1,2548.1,,,,
2001-2002,Male,2-19,All,Sodium,3471.6,62.1,3348.8,3594.3,,,,
2001-2002,Male,2-5,All,Sodium,2538.0,78.4,2383.1,2693.0,,,,
2001-2002,Male,6-11,All,Sodium,3357.9,152.3,3057.1,3658.8,,,,
2001-2002,Male,12-19,All,Sodium,3986.9,99.0,3791.4,4182.4,,,,
2001-2002,Male,20 and over,All,Sodium,3993.9,69.2,3857.2,4130.5,,,,
2001-2002,Male,20-29,All,Sodium,4250.7,210.5,3834.8,4666.6,,,,
2001-2002,Male,30-39,All,Sodium,4392.3,104.5,4185.9,4598.8,,,,
2001-2002,Male,40-49,All,Sodium,4206.2,177.6,3855.4,4557.1,,,,
2001-2002,Male,50-59,All,Sodium,3622.2,99.3,3425.9,3818.5,,,,
2001-2002,Male,60-69,All,Sodium,3603.8,190.6,3227.2,3980.3,,,,
2001-2002,Male,70 and over,All,Sodium,3101.2,96.3,2911.0,3291.4,,,,
2001-2002,All,2-19,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2001-2002,All,2-19,Non-Hispanic White,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2001-2002,All,2-19,Non-Hispanic Black,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2001-2002,All,2-19,Non-Hispanic Asian,Vitamin D,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,Data for vitamin D intake are only available from 2007-2008 onward.,*,†
2005-2006,Female,2 and over,All,Dietary Fiber,13.5,0.3,13.0,14.1,,,,
